imname	RA	DEC	EXPTIME
Q13F1V1	13:48:19	-15:21:01	40
Q13F2V1	13:48:17	-17:19:25	40
Q13F3V1	13:55:00	-18:18:37	40
Q13F4V1	13:54:57	-16:20:13	40
Q13F1V2	13:48:19	-15:21:01	40
Q13F2V2	13:48:17	-17:19:25	40
Q13F3V2	13:55:00	-18:18:37	40
Q13F4V2	13:54:57	-16:20:13	40
Q13F1V3	13:48:19	-15:21:01	40
Q13F2V3	13:48:17	-17:19:25	40
Q13F3V3	13:55:00	-18:18:37	40
Q13F4V3	13:54:57	-16:20:13	40
Q13F1V4	13:48:19	-15:21:01	40
Q13F2V4	13:48:17	-17:19:25	40
Q13F3V4	13:55:00	-18:18:37	40
Q13F4V4	13:54:57	-16:20:13	40
Q13F1V5	13:48:19	-15:21:01	40
Q13F2V5	13:48:17	-17:19:25	40
Q13F3V5	13:55:00	-18:18:37	40
Q13F4V5	13:54:57	-16:20:13	40
SLEW_QX_QY	13:54:57	-16:20:13	60
