UTC	Airmass
2014-04-29 22:30:00	4.412
2014-04-29 23:00:00	3.104
2014-04-29 23:30:00	2.396
2014-04-30 00:00:00	1.960
2014-04-30 00:30:00	1.670
2014-04-30 01:00:00	1.467
2014-04-30 01:30:00	1.320
2014-04-30 02:00:00	1.212
2014-04-30 02:30:00	1.133
2014-04-30 03:00:00	1.076
2014-04-30 03:30:00	1.036
2014-04-30 04:00:00	1.012
2014-04-30 04:30:00	1.001
2014-04-30 05:00:00	1.003
2014-04-30 05:30:00	1.018
2014-04-30 06:00:00	1.046
2014-04-30 06:30:00	1.091
2014-04-30 07:00:00	1.154
2014-04-30 07:30:00	1.240
2014-04-30 08:00:00	1.358
2014-04-30 08:30:00	1.519
2014-04-30 09:00:00	1.744
2014-04-30 09:30:00	2.068
2014-04-30 10:00:00	2.565
2014-04-30 10:30:00	3.398
2014-04-30 11:00:00	5.021
2014-04-30 11:30:00	9.186
2014-04-30 12:00:00	13.333
