imname	RA	DEC	EXPTIME
Q38F1V1	14:00:26	-23:12:37	40
Q38F4V1	14:00:22	-25:09:01	40
Q38F3V1	14:07:27	-26:08:13	40
Q38F2V1	14:07:24	-24:11:49	40
Q38F1V2	14:00:26	-23:12:37	40
Q38F4V2	14:00:22	-25:09:01	40
Q38F3V2	14:07:27	-26:08:13	40
Q38F2V2	14:07:24	-24:11:49	40
Q38F1V3	14:00:26	-23:12:37	40
Q38F4V3	14:00:22	-25:09:01	40
Q38F3V3	14:07:27	-26:08:13	40
Q38F2V3	14:07:24	-24:11:49	40
Q38F1V4	14:00:26	-23:12:37	40
Q38F4V4	14:00:22	-25:09:01	40
Q38F3V4	14:07:27	-26:08:13	40
Q38F2V4	14:07:24	-24:11:49	40
Q38F1V5	14:00:26	-23:12:37	40
Q38F4V5	14:00:22	-25:09:01	40
Q38F3V5	14:07:27	-26:08:13	40
Q38F2V5	14:07:24	-24:11:49	40
SLEW_QX_QY	14:07:24	-24:11:49	60
